tweet_text,image_damage,image_path
"Authorities Investigating Possible Link Between PG&amp;E, California Wildfires: https://t.co/3p2pyWalgC https://t.co/xHvdofsYDP",severe_damage,data_image/california_wildfires/25_10_2017/923263948518055936_0.jpg
Irma's damage a reminder of Florida economy's vulnerability via FOX NEWS https://t.co/fJqf29IHty https://t.co/BF65YSRlUI,severe_damage,data_image/hurricane_irma/17_9_2017/909433639540281344_0.jpg
Up Now What lenders are doing to help storm-hit homeowners https://t.co/7HsM8iCXd1 via @AJBCSurveys #surveys #paid https://t.co/iKRDvXAI5j,severe_damage,data_image/hurricane_harvey/18_9_2017/909878550068645888_0.jpg
Hurricane Maria Left Puerto Rico Absolutely Devastated https://t.co/TwCgNFTbc5,severe_damage,data_image/hurricane_maria/24_9_2017/912049707085594624_0.jpg
JAPANESE TEAM RECOMMENDS EARLY WARNING SYSTEM https://t.co/vWwbvCsJuk #FloodSL #srilanka #lka https://t.co/vLdPoevQ0c,severe_damage,data_image/srilanka_floods/12_6_2017/874237986245947392_0.jpg
RT @MariaVinci7: Pray for victims of California #wildfires á½’5â¤á½¤Fâ¤á½’5 https://t.co/ov70Qg2pF9,severe_damage,data_image/california_wildfires/11_10_2017/917945051736629248_0.jpg
RT @IBMIoT: Managing storm water with the Internet of Things https://t.co/lTN5pRqx5p #IoT #weather #Harvey https://t.co/tWhHyq5vV4,severe_damage,data_image/hurricane_harvey/5_9_2017/905114566081867781_0.jpg
UPDATED: 300 people die in earthquake between Iran and Iraq - https://t.co/M7tMarjG6t https://t.co/Ms78k0WcMJ,severe_damage,data_image/iraq_iran_earthquake/13_11_2017/930019166907719681_0.jpg
"Wildfires have ravaged areas all across California, destroying over 1500 properties https://t.co/pW39HlvyJ2 https://t.co/xtSP7rvF6Z",severe_damage,data_image/california_wildfires/10_10_2017/917828826083840000_0.jpg
Cuban Goverment Announces Aid to People Affected by #HurricaneIrma #Cuba https://t.co/XMysl9YAkk https://t.co/z2wGh5iDSz,severe_damage,data_image/hurricane_irma/18_9_2017/909779011320078339_0.jpg
From the AP archives: Storm Surge &amp;Â Erosion inÂ Outer Banks From Maria https://t.co/MAZNOJmGss https://t.co/Q2Ubc13tfp,little_or_no_damage,data_image/hurricane_maria/2_10_2017/914937344981159936_0.jpg
Flood victims begin to restore homeland with #Harvey gone. https://t.co/zn8mS7DklO https://t.co/7TVI2scrxR,little_or_no_damage,data_image/hurricane_harvey/3_9_2017/904281502539628544_0.jpg
A 747 'Supertanker' rains retardant on California's wildfires https://t.co/eCnySkswjY #Tech #Technology https://t.co/EQR9IDmRGp,severe_damage,data_image/california_wildfires/16_10_2017/919979544844439552_0.jpg
RT @News12WC: Hudson Valley families with ties to Florida track Irma‚Äôs wrath - https://t.co/cAtMu74Kxa https://t.co/x1upnlGmii,little_or_no_damage,data_image/hurricane_irma/18_9_2017/909835505747054592_0.jpg
There are things more important than soccer today. https://t.co/M4RICzDCHG https://t.co/93j06o8GGw,severe_damage,data_image/california_wildfires/11_10_2017/918035671280893953_0.jpg
This ‘Real Housewives’ star just chartered 4 jets to Puerto Rico—here's why: https://t.co/Z5pjDRomr1 https://t.co/4EOB336Dnr,severe_damage,data_image/hurricane_maria/5_10_2017/915973610723999745_0.jpg
RT @anttentionmedia: Harvey to cost Texas $58 billion in losses https://t.co/lk90vWIF9A https://t.co/JCKF8VgVjx,severe_damage,data_image/hurricane_harvey/4_9_2017/904589549971570688_0.jpg
Irma to test new players ability &amp; their reinsurance programs: A.M. Best https://t.co/xlfAdHnDzp https://t.co/3KGXmQM6tA,little_or_no_damage,data_image/hurricane_irma/18_9_2017/909761243145109505_0.jpg
"Photo gallery: Northern California fires scorch up to 100,000 acres. https://t.co/pkrwHoAzKk Photo by @bvdbrug https://t.co/9BkZ8KgJKH",severe_damage,data_image/california_wildfires/11_10_2017/917944458523566080_0.jpg
Full containment of Sonoma County wildfires expected by Friday. https://t.co/Bekr7ptUjy https://t.co/J9EGmgt7l6,severe_damage,data_image/california_wildfires/15_10_2017/919594796280307712_0.jpg
RT @AnjaOlaf: Tail end of Hurricane Maria hits Denmarká¼ž9á¼Ÿ0 https://t.co/uNwMLlWAYF,little_or_no_damage,data_image/hurricane_maria/5_10_2017/915995949662576645_1.jpg
A Country Torn to Bits – Puerto Rico https://t.co/Lk3VDY0X6x https://t.co/L5VVRasngm,severe_damage,data_image/hurricane_maria/26_10_2017/923547987875368961_0.jpg
#HappeningNow #PuertoRico virtually without power or cell service after Hurricane #Maria https://t.co/opeTbfhaEC https://t.co/NC2luIPrKw,severe_damage,data_image/hurricane_maria/23_9_2017/911558845834629120_0.jpg
RT @AJEnglish: Devastated scenes after #HurricaneMaria https://t.co/loD2EMN8H5 https://t.co/j6gAErpwWg,severe_damage,data_image/hurricane_maria/27_9_2017/912944540226609152_1.jpg
Destruction! #PuertoRico #PrayForPR #HurricaneMaria #Condado #santurcepr https://t.co/hxTAcKZpkH,severe_damage,data_image/hurricane_maria/24_9_2017/912075698617102340_0.jpg
RT @thisisinsider: Photos show how wildfires are ravaging parts of California's wine country https://t.co/wvlgd0FG7G https://t.co/q52MEr9Uxw,little_or_no_damage,data_image/california_wildfires/10_10_2017/917846485965959168_0.jpg
#Hotels #Destroyed by Killer #California #Wildfires https://t.co/Z6DqybUpqi #event #meeting #planner https://t.co/vFclzDzTxz,severe_damage,data_image/california_wildfires/16_10_2017/919935983314984960_1.jpg
@WPBF25News large tree down in #boyntonbeach just came out of a tornado warning @WPBF25News #HurrcaneIrma https://t.co/i9Ho05wo3M,little_or_no_damage,data_image/hurricane_harvey/10_9_2017/906801256127254529_0.jpg
a Hurricane Maria update in my neighborhood Ὁ4 https://t.co/y0MUM6GcGe,severe_damage,data_image/hurricane_maria/21_9_2017/910785253580648448_0.jpg
Hurricane Maria: What We Know (Via: @FeedingAmerica) https://t.co/b766HqMzMF https://t.co/aT48L69M1C,severe_damage,data_image/hurricane_maria/30_9_2017/914187089914290176_0.jpg
Possible tornado destroys condo buildings in Crescent Beach -- https://t.co/3kPQmohAsk https://t.co/GG1ayAx7Oj,severe_damage,data_image/hurricane_harvey/13_9_2017/907779904254734341_0.jpg
"California fire: 15 dead, 150 others still missing https://t.co/4yj30iguq2 #News #Nigeria https://t.co/Fw65rWrsVR",severe_damage,data_image/california_wildfires/11_10_2017/918052612804505600_0.jpg
+ more boats where they shouldn't be (Dinner Key Marina) #Irma #CoconutGrove https://t.co/GKJfmVOXiQ,little_or_no_damage,data_image/hurricane_irma/18_9_2017/909770637249536000_0.jpg
RT @ParkerTax: CPA CLIENT LETTERS: Harvey and Irma Disaster Tax Relief https://t.co/IM0biAQpxP https://t.co/2h39AOCE6u,severe_damage,data_image/hurricane_irma/19_9_2017/910118273139712000_0.jpg
RT @Pinboard: Some things even California wildfires won't consume: https://t.co/kXFJHk55e7,severe_damage,data_image/california_wildfires/12_10_2017/918352577871331328_0.jpg
1 Miami News Search Businesses (Ruptured pipe sends gallons of sewage spilling into Miramar canalsPlane ...) M ...‚Ä¶ https://t.co/w1AntwUhaZ,severe_damage,data_image/hurricane_irma/18_9_2017/909904851248799744_0.jpg
Irma you suck #irma https://t.co/etPbEFGCZZ,little_or_no_damage,data_image/hurricane_irma/17_9_2017/909475867587436544_0.jpg
"RT @AdiAlsaid: Fuck. Another big earthquake in Mexico City. Still okay, but damage on my street. https://t.co/GdNWjoNf0i",little_or_no_damage,data_image/mexico_earthquake/20_9_2017/910544691438944256_0.jpg
Dominica knocked to its knees by Hurricane Maria's might https://t.co/us52bknbxf https://t.co/y9o34MNrkB,severe_damage,data_image/hurricane_maria/20_9_2017/910638491704295425_0.jpg
"RT @anguillabeaches: Our #HurricaneIrma fund is online, Help #Anguilla Rebuild Now: https://t.co/fgEn9bnqMs https://t.co/5WB138iYd0",severe_damage,data_image/hurricane_irma/17_9_2017/909385864500989952_0.jpg
"Trump Climate Change Denial: Nature Isn't wrong, Hurricane Irma &amp; Harvey:https://t.co/4WP8NhxSnX https://t.co/3kwm0OZQrX",severe_damage,data_image/hurricane_harvey/10_9_2017/906842826457133056_0.jpg
Mexico Quake: Moment Buildings Collapse Caught On Camera https://t.co/3mSJvXkNzE https://t.co/iATjy5ZJzx,severe_damage,data_image/mexico_earthquake/20_9_2017/910635961134014464_0.jpg
A lonely aerial view of Irma‚Äôs destruction in the Florida Keys @qz https://t.co/G64aPvCBqE https://t.co/1ug8I8QMzg,severe_damage,data_image/hurricane_irma/19_9_2017/910189806994456577_0.jpg
Devastating Photos Show Wildfire's Toll on a California Cannabis Farm | Leafly https://t.co/DWDzoaPNmE https://t.co/0tj5qthgIU,little_or_no_damage,data_image/california_wildfires/15_10_2017/919684475990130689_0.jpg
Iran pledges swift aid after major quake kills 400 https://t.co/HGEzcCnpBq https://t.co/Ij7LHbV3p4,severe_damage,data_image/iraq_iran_earthquake/14_11_2017/930457005550112770_0.jpg
Flood Damage? 8 Problems To Watch Out For: https://t.co/AMFXqpXNrV #Harvey #PropertyDamage https://t.co/A1M5fsmLQ5,severe_damage,data_image/hurricane_harvey/8_9_2017/906216841684582400_0.jpg
From the AP archives: California Wildfire Victims Vow to Return https://t.co/PdGQExvFqb https://t.co/atfXLCdiuY,severe_damage,data_image/california_wildfires/16_10_2017/919924734636298241_0.jpg
"RT @christofspieler: Buffalo Bayou in Downtown Houston, a little after 9:00 am, more rain coming. #Harvey https://t.co/K0zOSiFu7K",severe_damage,data_image/hurricane_harvey/27_8_2017/901822723227344896_0.jpg
@realDonaldTrump worried about the fake press?! F that worry about Puerto Rico the reality that you did not see https://t.co/xUXwwwKWvw,little_or_no_damage,data_image/hurricane_maria/22_10_2017/922015756140843008_2.jpg
#ASHE members offer engineering support to Puerto Rico hospitals https://t.co/pj5hCbHCWW by @hfmmagazine https://t.co/Q4jyOLQxcZ,severe_damage,data_image/hurricane_maria/23_10_2017/922465438507954176_0.jpg
Hurricane Harvey floodwater 'flexed Earth's crust' https://t.co/Mrk5WYC7k7 https://t.co/0Dt7nKRzNO,severe_damage,data_image/hurricane_harvey/8_9_2017/906104421758767104_0.jpg
Today's @TB_Times front page. #Irma https://t.co/Gg0uI7OJvx,severe_damage,data_image/hurricane_irma/17_9_2017/909401980266860544_0.jpg
In Battered Puerto Rico @museoarteponce Is Open for Business https://t.co/MAYOt6gv7K https://t.co/J4boX4vcpk,little_or_no_damage,data_image/hurricane_maria/6_10_2017/916310521661591552_0.jpg
@UNmigration agency deploys rapid assessment teams to #flood-hit southern and central Sriâ€¦ https://t.co/sWOn4qRBCh https://t.co/0X5SrjjPnk,little_or_no_damage,data_image/srilanka_floods/2_6_2017/870661861040988160_0.jpg
Residents still without power 2 weeks after Harvey https://t.co/K3sJlj2zBZ https://t.co/283ESQdxGg,severe_damage,data_image/hurricane_harvey/8_9_2017/906020553558917120_0.jpg
Why ZERO news about California wildfire? https://t.co/LgAypGjYln,severe_damage,data_image/california_wildfires/22_10_2017/922107307290447873_0.jpg
photos day after Irma... https://t.co/cCC5PHyl3r,little_or_no_damage,data_image/hurricane_irma/18_9_2017/909846121169801219_1.jpg
"Ministry Leader who Survived Katrina Pens a Letter to Pastors, Churches in Hurricane Harveyâ€¦ https://t.co/ns7bdr5LQN https://t.co/7gojAPvAMR",little_or_no_damage,data_image/hurricane_harvey/12_9_2017/907712998642536448_0.jpg
PHOTOS: Hurricane Maria pummels the Caribbean https://t.co/5WFCc6TAlg https://t.co/y6tAxABqU6,severe_damage,data_image/hurricane_maria/20_9_2017/910523400384155648_0.jpg
Landscapers return to work following Hurricane Harvey https://t.co/okeymFzxv9 https://t.co/6soCxpA0oe,severe_damage,data_image/hurricane_harvey/19_9_2017/910220712824250370_0.jpg
Crack in dam ravaged by Hurricane Maria sparks Puerto Rico evacuations https://t.co/zq9DqZtjw6 https://t.co/KOeoouCqeB,little_or_no_damage,data_image/hurricane_maria/23_9_2017/911492890077122560_0.jpg
Governor Brown: Current Wildfires Among Californiaâ€™s Greatest Tragedies https://t.co/taCaeYh1pN https://t.co/XxQQPOhXQL,little_or_no_damage,data_image/california_wildfires/16_10_2017/919970733375217664_0.jpg
"St. John island still in ‚Äòdesperate situation‚Äô after Irma, braces for¬ Maria https://t.co/xJAv4fmr4S https://t.co/3gWAslgZME",little_or_no_damage,data_image/hurricane_irma/18_9_2017/909919362299043841_0.jpg
Iran Hunts for Survivors Following Devastating Earthquake https://t.co/Oe2YtDr3kl https://t.co/sARmUohn1q,severe_damage,data_image/iraq_iran_earthquake/13_11_2017/930092444288536582_0.jpg
"RT @ndn: Hurricane Irma: Aerial photos of Immokalee, Everglades City and Bonita https://t.co/YSK5ECuqry https://t.co/368oeJPtQt",severe_damage,data_image/hurricane_irma/17_9_2017/909479261748305921_0.jpg
https://t.co/StSGDHlTJE Crews search for trapped girl after quake https://t.co/2IWECvEBxl via @mrslac2017 https://t.co/7PTmO7YiSW,severe_damage,data_image/mexico_earthquake/21_9_2017/910658421338275845_0.jpg
#Myanmar Armed Forces demolish #Rohingya houses not affected in #CycloneMora #HumanRights https://t.co/vh86XxFc1J https://t.co/2DcC3Ldjdr,severe_damage,data_image/srilanka_floods/15_6_2017/875502695922139137_0.jpg
Top #California regulator: We may never know if PG&amp;E caused #wildfires https://t.co/ux5l94CJSo #insurance https://t.co/bMhQ0TsrjT,severe_damage,data_image/california_wildfires/19_10_2017/921116100527521792_0.jpg
RT @ppurpura: A piece of a #Harvey rain band drifts north through Breton Sound. https://t.co/U7au8rhPSN,severe_damage,data_image/hurricane_harvey/17_9_2017/909477113199316997_0.jpg
"California Wine Country Ravaged by Fires That Have Forced Evacuations of 25,000 Peopleâ€¦ https://t.co/00mSe36pRN https://t.co/OLPAElOxg7",severe_damage,data_image/california_wildfires/11_10_2017/917924652915273733_0.jpg
5 Top Twitter Accounts to Follow Hurricane Irma Destruction - https://t.co/tYcckLoC7v https://t.co/xtKW9ngcoq https://t.co/kKjv5hgowI,severe_damage,data_image/hurricane_irma/7_9_2017/905724350040383490_0.jpg
What They Saved: Texans Reflect on Treasures Plucked From Harvey #HurricaneHarvey2017 #Floods https://t.co/mgITSb0RDN,severe_damage,data_image/hurricane_harvey/5_9_2017/905185045685559297_0.jpg
My Harvey damage looks like a mutating Tetsuo from Akira https://t.co/vxQa0f0HwQ,little_or_no_damage,data_image/hurricane_harvey/16_9_2017/909135905063026688_2.jpg
Head to @shoreclubchi on Sunday for an amazing #HurricaneIrma Disaster Relief Event! It is truly such a great cause… https://t.co/Pen1G2FZjK,little_or_no_damage,data_image/hurricane_irma/19_9_2017/910213017681281024_0.jpg
Hurricane Harvey rains flood toxic Superfund sites in Texas https://t.co/2Ud1Vk3xhZ https://t.co/ukYZcfybzj,severe_damage,data_image/hurricane_harvey/3_9_2017/904224844044046337_0.jpg
My @restorationhard bookcases damaged at base but fine upper. Can it be restored? #help#restore #houston #harvey https://t.co/vwAozLPsBr,little_or_no_damage,data_image/hurricane_harvey/11_9_2017/907383711246770176_0.jpg
TNMP crews continuing post-Irma power restoration this morning in Punta Gorda FL area. https://t.co/c3zPdnmt89,little_or_no_damage,data_image/hurricane_irma/19_9_2017/910212147405217792_1.jpg
RT @SButlerWFTV: Picture of tornado taken by people in the mims area that destroyed several homes. #wftv https://t.co/RV4MdvBrm2,little_or_no_damage,data_image/hurricane_harvey/11_9_2017/907340946542657536_0.jpg
The small towns forgotten about that received the first blow of Harvey. Shit is crazy https://t.co/wQeqU5yqOx,little_or_no_damage,data_image/hurricane_harvey/18_9_2017/909915400724516867_2.jpg
Hurricane Maria did some flooding in stthomas https://t.co/S8KXUfcWPW,little_or_no_damage,data_image/hurricane_maria/20_9_2017/910571114803363840_1.jpg
21 dead in 'catastrophic' California wildfires https://t.co/1XUMeWl8eE https://t.co/LrOeFAt0ob,severe_damage,data_image/california_wildfires/11_10_2017/918235406512074752_0.jpg
A Wave Of Natural Disasters StrikeÂ Mexico https://t.co/VGnxNjmG4D https://t.co/WEfIftXKzl,severe_damage,data_image/mexico_earthquake/5_10_2017/916075589131436032_0.jpg
Thoughts &amp; Prayers for our brothers &amp; sisters effected by #earthquake at Iran-Iraq border area. #EarthQuakeIraq https://t.co/5pNBSnC9mN,severe_damage,data_image/iraq_iran_earthquake/13_11_2017/930057942426181632_0.jpg
RT @funtimewithdae: This is heartbreaking #hurricanemaria #Dominica https://t.co/BMvf8Rv0X8,little_or_no_damage,data_image/hurricane_maria/24_9_2017/911881820559544320_3.jpg
"New Video 2 Bracing For Morew Maria, Irma, Jose …Lee https://t.co/mKLYJwejg5 https://t.co/q0MYkwtLHR",little_or_no_damage,data_image/hurricane_irma/18_9_2017/909742125662789632_0.jpg
RT @Chris_Smoove: RIP Mango tree! Hurricane Irma got it ὄEἿE https://t.co/kyLgQLj40a,little_or_no_damage,data_image/hurricane_irma/18_9_2017/909886240614486018_0.jpg
Hurricane Harvey Could Bring Unprecedented Flooding to Texas. Trump Isn’t Ready. https://t.co/k0RS9s0nMw https://t.co/sIHZntT51S,little_or_no_damage,data_image/hurricane_harvey/15_9_2017/908631770538610688_0.jpg
Low-quality construction a major factor in Iran earthquake deaths https://t.co/hOTcQh8EKM https://t.co/ykp5Fg10lj,severe_damage,data_image/iraq_iran_earthquake/14_11_2017/930445781424844800_2.jpg
RT @LoopJamaica: Barbuda declared uninhabitable following Hurricane Irma https://t.co/YXvW3G5kHv https://t.co/hyaa7gNetH,severe_damage,data_image/hurricane_irma/7_9_2017/905636943630884865_0.jpg
".@CenturyLink offers free call forwarding, waives late fees, and more for #Florida customers impacted by #Irma‚Ä¶ https://t.co/ViK4k9OPh9",little_or_no_damage,data_image/hurricane_irma/18_9_2017/909774325305225216_0.jpg
Two major earthquakes in 2 weeks help #MexicoQuake victims https://t.co/6vF83o0WYE https://t.co/mtyZjuyTGT,severe_damage,data_image/mexico_earthquake/21_9_2017/910708899098980352_0.jpg
Grove City native says her husband's family got hit by California wildfires https://t.co/tYDxOnZvmb https://t.co/T0ErTOLB5z,severe_damage,data_image/california_wildfires/11_10_2017/918056566334599168_0.jpg
Those suffering from the #MexicoQuake need your help https://t.co/6vF83o0WYE https://t.co/OaOdKaCkwe,severe_damage,data_image/mexico_earthquake/21_9_2017/910723465933504512_0.jpg
Another Key Development in Whitefish Contract https://t.co/4U6oNq8L1d https://t.co/frQ8A1NweT,little_or_no_damage,data_image/hurricane_maria/25_10_2017/923285999777669120_0.jpg
Flooding in #Houston. North Braeswood @ Mullins. Almost 30 inches height. #Harvey https://t.co/tjdFXN3Pdp,little_or_no_damage,data_image/hurricane_harvey/27_8_2017/901663058388504576_0.jpg
Irma weakens to tropical storm in Florida: forecasters https://t.co/dc3J2aYHh9 https://t.co/CmcOcKnPjE,little_or_no_damage,data_image/hurricane_irma/18_9_2017/909746223954849793_0.jpg
Thursday briefing: Hurricane Irma flattens Caribbean communities https://t.co/eXwTgxdDL5 https://t.co/OY0rAw40F8,severe_damage,data_image/hurricane_irma/7_9_2017/905669119231459330_0.jpg
Aftermath of a #hurricane #maria #VirginIslands. Don't give up my #CaribbeanStrong people https://t.co/UO16x6RCbu,little_or_no_damage,data_image/hurricane_maria/23_9_2017/911588822768586753_0.jpg
On the road to our live shot location this afternoon: Some of what the California wildfires left behind. https://t.co/qxFqMn6CJD,severe_damage,data_image/california_wildfires/16_10_2017/920005307148804096_1.jpg
Disastrous fire management wreaks havoc on California https://t.co/wdgi59QFtW https://t.co/xxlKG78sWh,severe_damage,data_image/california_wildfires/17_10_2017/920352983887564800_0.jpg
https://t.co/jaj8Cvmbmu RSS FeedGround Is 'Breathing' After Earthquake In Mexico City https://t.co/NjavSdw9ce,severe_damage,data_image/mexico_earthquake/21_9_2017/910812992908005377_0.jpg
Does California need to rethink urban fire risk after wine countryÂ tragedy? https://t.co/TkNNqh8Ch8 https://t.co/rJRWLfO2Kt,severe_damage,data_image/california_wildfires/24_10_2017/922617747141480448_0.jpg
The #MexicoEarthquake is not behind us we can still help by sharing! https://t.co/6vF83o0WYE https://t.co/x5NFGq73nu,little_or_no_damage,data_image/mexico_earthquake/21_9_2017/910655089211142145_0.jpg
https://t.co/pbNlxDui1e The aftermath of Harvey and Irma for businesses https://t.co/DJyw32HfKl https://t.co/2v9M36RLx7,little_or_no_damage,data_image/hurricane_harvey/14_9_2017/908454080749727746_0.jpg
(FOLLOW THIS - Images show devastation of ...) https://t.co/9SwDImbPNK - #news #allsorce #breakingnews #products https://t.co/jjNQB01msh,severe_damage,data_image/california_wildfires/11_10_2017/917971978547589120_0.jpg
Houston tackles mountains of trash after Harvey https://t.co/yURCxojDlt @QuintForgey https://t.co/1VKUNARaYV,severe_damage,data_image/hurricane_harvey/13_9_2017/908114012222529536_0.jpg
Elon Musk says Tesla's batteries could replace Puerto Rico's electrical system (TSLA) https://t.co/YrOzdT4lc1 #tech https://t.co/Afh07denqr,severe_damage,data_image/hurricane_maria/5_10_2017/916019554161016832_0.jpg
"After Hurricane Irma, U.S. Virgin Islands residents feel forgotten https://t.co/hXzXsx9Iyw https://t.co/YudXU0yvFl",little_or_no_damage,data_image/hurricane_irma/18_9_2017/909890385098440706_0.jpg
UNC grad student hopes to help her home after Hurricane Mariaâ€™sÂ devastation https://t.co/xmGzOzcKPN https://t.co/snjkumQ1pX,severe_damage,data_image/hurricane_maria/3_10_2017/915221699947302912_0.jpg
"Kerry Benefield: #SantaRosa #Fire forever scars my: https://t.co/7sFqWkrs24, https://t.co/7WTGytbOTY https://t.co/RecLWOTEPb",severe_damage,data_image/california_wildfires/23_10_2017/922260115079692288_0.jpg
Thousands of Iranians homeless after strong Iraq-Iran earthquake | https://t.co/8vlnpjVhe1 #PHNews https://t.co/9PpEnRme9o,severe_damage,data_image/iraq_iran_earthquake/14_11_2017/930324267689959425_0.jpg
Irma left quite a MESS!! We're here to HELP you clean up the nasty muck she left behind! Call today 321.432.4340‚Ä¶ https://t.co/r9wrzwm3K1,little_or_no_damage,data_image/hurricane_irma/18_9_2017/909839895077834752_0.jpg
Former Hawaii residents ride out Harvey and its devastating aftermath https://t.co/0pL2nDfFLm https://t.co/7iR1BHoyO1,severe_damage,data_image/hurricane_harvey/27_8_2017/901654931853246464_0.jpg
California wildfires have killed 40 people; dozens still missing as firefighters makeâ€¦ https://t.co/PbyNOMppIJ https://t.co/xfthRktcrW,severe_damage,data_image/california_wildfires/16_10_2017/919796461872676864_0.jpg
Fearful cedants return to market as Harvey and Irma losses rise https://t.co/gmct6OMmLJ https://t.co/quqOuq1rOY,severe_damage,data_image/hurricane_harvey/11_9_2017/907236790884597760_0.jpg
